NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR
Carmen Pryde (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,21,1980
Detective Flint (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,1981
Fireflyte (Earth-616),Public Identity,Good Characters,Magenta Eyes,Magenta Hair,Female Characters,,Living Characters,21,1981
Alain Racine (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,21,1982
Wolf (Thunderiders) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,21,1982
Smartship Friday (Earth-616),Public Identity,Good Characters,,,,,Living Characters,21,1984
Stanley Carter (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,21,1985
Buchanan Mitty (Earth-616),Secret Identity,,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,21,1986
Margaret Murdock (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,21,1986
Thomas Maximoff (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Deceased Characters,21,1986
William Maximoff (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Deceased Characters,21,1986
Ariel (Coconut Grove) (Earth-616),No Dual Identity,Good Characters,Black Eyes,Pink Hair,Female Characters,,Living Characters,21,1987
Priscilla Lyons (Earth-616),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,21,1987
Tath Ki (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,21,1987
Imei Chang (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,21,1988
Luis Alvarez (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,21,1988
Anne Marie Hoag (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,21,1989
Archibald Corrigan (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,21,1989
Dinah Soar (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Female Characters,,Deceased Characters,21,1989
Alex Flores (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,21,1991
Eisenhower Canty (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,21,1992
Zachary Moonhunter (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,21,1992
Adam Neramani (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,21,1993
Victor Slaughter (Earth-616),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,21,1993
Connor Trevane (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,21,1994
Jaine Cutter (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,21,1994
Walter Destine (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,1994
Rina Patel (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,21,1995
Rebecca Barnes (Heroes Reborn) (Earth-616),Secret Identity,,Hazel Eyes,Red Hair,Female Characters,,Living Characters,21,1996
Montgomery Burns (Earth-616),No Dual Identity,,,Bald,Male Characters,,Living Characters,21,1997
Demitrius Collins (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,21,1998
Cassandra Nova Xavier (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Female Characters,,Living Characters,21,2001
Thialfi (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,2002
Frank Dean (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,21,2003
Shortpack (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,21,2003
Kyle Jinadu (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,21,2009
Manuel Enduque (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,21,2011
Nightmask (Earth-616),Public Identity,Good Characters,Pink Eyes,Bald,,,Living Characters,21,2013
Jack Castle (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Blond Hair,Male Characters,,Deceased Characters,20,1940
Philo Zogolowski (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,20,1940
Elton Morrow (Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,20,1941
Cloud (Horse) (Earth-616),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,20,1948
Hoot Temple (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,20,1954
Thunder (Outlaw Kid) (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,20,1954
Gregor Shapanka (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,20,1963
Roscoe Sweeney (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,20,1964
Urd (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,20,1964
Jurgen Hauptmann (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,20,1968
Karl Kaufman (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,20,1968
Madeline Bass (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,20,1968
Edward March (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,20,1970
Reed Richards (Counter-Earth) (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,20,1972
Georges Baptiste (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,20,1973
Kronos (Eternal) (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,20,1973
Nebulon (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,20,1974
Terrance Sorenson (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,20,1974
Andr\u00e9 Gerard (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,20,1975
Lunatik (Tyrk Fragment) (Earth-616),,,Blue Eyes,White Hair,Male Characters,,Deceased Characters,20,1975
Garm (Earth-616),,Bad Characters,Yellow Eyes,Brown Hair,Female Characters,,Living Characters,20,1976
Tyrak (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,20,1976
Emma Collins (Earth-616),No Dual Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,20,1977
Eson (Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,20,1977
Oneg (Earth-616),,Neutral Characters,,,,,Living Characters,20,1977
Jerry Hunt (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,20,1978
Sleipnir (Earth-616),,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,20,1978
Adora (Earth-616),Secret Identity,,,,Female Characters,,Deceased Characters,20,1979
Michael Bowen (Earth-616),Public Identity,Neutral Characters,,Bald,Male Characters,,Deceased Characters,20,1980
Wade Cole (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,20,1980
Joseph Cartelli (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,20,1981
Amy Powell (Earth-616),No Dual Identity,,Hazel Eyes,Blond Hair,Female Characters,,Living Characters,20,1982
Brian Banner (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,20,1982
Centurious (Earth-616),Secret Identity,,Brown Eyes,White Hair,Male Characters,,Living Characters,20,1982
"Winthrop Roan, Jr. (Earth-616)",Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,20,1982
Sassafras (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,20,1983
Wendy Conrad (Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,20,1983
Jesse Black Crow (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,20,1984
Alfredo Morelli (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,20,1986
Amanda Batavides (Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,20,1986
Nicholas Powell (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,20,1986
Simon Walterson (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,20,1986
Beatrix Keener (Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,20,1988
Face (Inferno Baby) (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,20,1988
Olinka Barankova (Earth-616),Secret Identity,Bad Characters,White Eyes,Brown Hair,Female Characters,,Living Characters,20,1988
Orphan-Maker (Peter) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,20,1988
Chloe Tran (Earth-616),,,,Blond Hair,Female Characters,,Living Characters,20,1989
John Porter (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,20,1989
Robin Chapel (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,20,1989
Geatar (Earth-616),,Bad Characters,Orange Eyes,No Hair,Male Characters,,Living Characters,20,1990
Katherine McClellan (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,20,1990
Keith Kraft (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,20,1990
Samuel Majowski (Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,20,1990
Delphi (Pantheon) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,20,1991
Devos (Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,20,1991
Elsie Dee (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,20,1991
Andrew Graves (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,20,1993
Anne Weying (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,,Female Characters,,Deceased Characters,20,1993
Brian Hibbs (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,20,1993
Pandora Destine (Earth-616),Secret Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,20,1994
Rory Destine (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,20,1994
Samantha Destine (Earth-616),Secret Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,20,1994
Vladimir Kravinoff (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,20,1994
Sean McKeever (Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,20,1995
Bernie Lachenay (Earth-616),Secret Identity,,Black Eyes,Bald,Male Characters,,Living Characters,20,1997
Nils Styger (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,20,1997
Cassie St. Commons (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,20,1998
Jack Truman (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,20,1998
Stewart Ward (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,20,1999
Dog Logan (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,20,2001
Heather Cameron (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,20,2001
Temugin (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,20,2002
Alexander Lexington (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,20,2006
Miguel Reyes (Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,20,2006
Ravenous (Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,20,2006
Henry Hellrung (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,20,2007
Alejandra Blaze (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,20,2011
Lord Deathstrike (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,20,2011
Rachel Cole (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,20,2011
Jet Zola (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,20,2013
Aldrif Odinsdottir (Earth-616),Secret Identity,Neutral Characters,White Eyes,Red Hair,Female Characters,,Living Characters,20,
Dennis Burton (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,19,1940
Richard Jones (Phantom Reporter) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,19,1940
Roddy Colt (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,19,1942
Benjamin Franklin (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,19,1943
Lobo (Native American) (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,19,1948
Battle Brady (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,19,1952
Socko Swenski (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,19,1952
Belle Taylor (Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,19,1954
Jane Hastings (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,19,1954
Hamir the Hermit (Earth-616),,,,,Male Characters,,Living Characters,19,1963
Kathryn Worthington (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,19,1965
"Nick Lewis, Sr. (Earth-616)",Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,19,1965
Warren Worthington Jr. (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,19,1965
Brian Dunlap (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,19,1967
Vincent Patilio (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,19,1967
Caesar Cicero (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,19,1969
Victor Frankenstein (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,19,1969
Darren Bentley (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,19,1970
Jenna (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,19,1971
Kulan Gath (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,19,1972
Patricia Starr (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,19,1972
Thulsa Doom (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,19,1972
Linda Littletrees (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,19,1973
Agamotto (Earth-616),Secret Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,,Deceased Characters,19,1974
Harold Meachum (Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,19,1974
